seed,sensorRange,acoCandidateCount,acoStepLength,acoAlpha,acoBeta,victimIdx,uavIdx,foundTime,x,y
40,100.0,25,150.0,2.0,1.5,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,25,150.0,1.0,1.5,1,0,25.066216110863408,507.078922744844,189.28912608156344
40,100.0,25,150.0,1.5,1.5,1,0,25.066216110863408,507.078922744844,189.28912608156344
40,100.0,25,150.0,1.0,2.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,30,150.0,1.0,1.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,25,150.0,1.5,2.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,25,150.0,2.0,2.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,25,150.0,2.0,1.0,3,0,51.00977761017127,498.79533806064467,183.5757899808681
40,100.0,25,150.0,2.0,1.5,0,0,17.314692819627204,463.7091657830143,173.94983411973146
40,100.0,25,150.0,1.0,2.0,0,0,17.314692819627204,463.7091657830143,173.94983411973146
40,100.0,30,150.0,1.5,1.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,30,150.0,1.0,1.0,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,25,150.0,1.5,2.0,0,0,17.314692819627204,463.7091657830143,173.94983411973146
40,100.0,25,150.0,2.0,1.5,1,0,25.066216110863408,507.078922744844,189.28912608156344
40,100.0,30,150.0,1.0,1.0,3,0,18.84599907982763,498.79533806064467,183.5757899808681
40,100.0,25,150.0,1.5,1.5,4,0,45.92888526036808,459.33607136727795,411.8215105565725
40,100.0,25,150.0,2.0,2.0,0,0,17.314692819627204,463.7091657830143,173.94983411973146
40,100.0,25,150.0,1.0,1.5,4,0,45.92888526036808,459.33607136727795,411.8215105565725
40,100.0,25,150.0,1.0,2.0,1,0,25.066216110863408,507.078922744844,189.28912608156344
40,100.0,30,150.0,2.0,1.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
